REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
States,Virgin Islands,2019,14,X,X,X,X,X,X
States,New York City,2019,14,X,X,X,X,X,X
States,Alabama,2019,15,497,8,2,2.01,1.61,0.4
States,Alaska,2019,15,X,X,X,X,X,X
States,Arizona,2019,15,322,18,1,5.9,5.59,0.31
States,Arkansas,2019,15,210,9,9,8.57,4.29,4.29
States,California,2019,15,823,37,4,4.98,4.5,0.49
States,Colorado,2019,15,523,39,8,8.99,7.46,1.53
States,Connecticut,2019,15,835,87,16,12.34,10.42,1.92
States,Delaware,2019,15,186,9,0,4.84,4.84,0
States,District of Columbia,2019,15,X,X,X,X,X,X
States,Florida,2019,15,X,X,X,X,X,X
States,Georgia,2019,15,1149,69,18,7.57,6.01,1.57
States,Hawaii,2019,15,232,14,0,6.03,6.03,0
States,Idaho,2019,15,94,7,2,9.57,7.45,2.13
States,Illinois,2019,15,387,63,5,17.57,16.28,1.29
States,Indiana,2019,15,249,22,1,9.24,8.84,0.4
States,Iowa,2019,15,291,42,0,14.43,14.43,0
States,Kansas,2019,15,102,3,5,7.84,2.94,4.9
States,Kentucky,2019,15,493,15,1,3.25,3.04,0.2
States,Louisiana,2019,15,468,22,11,7.05,4.7,2.35
States,Maine,2019,15,171,41,16,33.33,23.98,9.36
States,Maryland,2019,15,347,34,10,12.68,9.8,2.88
States,Massachusetts,2019,15,1128,134,121,22.61,11.88,10.73
States,Michigan,2019,15,2312,348,80,18.51,15.05,3.46
States,Minnesota,2019,15,474,55,2,12.03,11.6,0.42
States,Mississippi,2019,15,52,4,0,7.69,7.69,0
States,Missouri,2019,15,1414,123,3,8.91,8.7,0.21
States,Montana,2019,15,193,11,1,6.22,5.7,0.52
States,Nebraska,2019,15,140,3,2,3.57,2.14,1.43
States,Nevada,2019,15,38,3,0,7.89,7.89,0
States,New Hampshire,2019,15,X,X,X,X,X,X
States,New Jersey,2019,15,X,X,X,X,X,X
States,New Mexico,2019,15,X,X,X,X,X,X
States,New York,2019,15,3417,462,34,14.52,13.52,1
States,North Carolina,2019,15,349,19,5,6.88,5.44,1.43
States,North Dakota,2019,15,192,25,3,14.58,13.02,1.56
States,Ohio,2019,15,2465,259,28,11.64,10.51,1.14
States,Oklahoma,2019,15,223,4,1,2.24,1.79,0.45
States,Oregon,2019,15,663,64,3,10.11,9.65,0.45
States,Pennsylvania,2019,15,599,60,4,10.68,10.02,0.67
States,Rhode Island,2019,15,X,X,X,X,X,X
States,South Carolina,2019,15,431,30,1,7.19,6.96,0.23
States,South Dakota,2019,15,62,2,0,3.23,3.23,0
States,Tennessee,2019,15,83,0,0,0,0,0
States,Texas,2019,15,2018,132,77,10.36,6.54,3.82
States,Utah,2019,15,963,67,6,7.58,6.96,0.62
States,Vermont,2019,15,203,30,4,16.75,14.78,1.97
States,Virginia,2019,15,481,24,2,5.41,4.99,0.42
States,Washington,2019,15,1439,130,13,9.94,9.03,0.9
States,West Virginia,2019,15,755,65,4,9.14,8.61,0.53
States,Wisconsin,2019,15,2483,490,38,21.26,19.73,1.53
States,Wyoming,2019,15,X,X,X,X,X,X
States,Puerto Rico,2019,15,X,X,X,X,X,X
States,Virgin Islands,2019,15,X,X,X,X,X,X
States,New York City,2019,15,X,X,X,X,X,X
States,Alabama,2019,16,427,8,3,2.58,1.87,0.7
States,Alaska,2019,16,X,X,X,X,X,X
States,Arizona,2019,16,317,35,4,12.3,11.04,1.26
States,Arkansas,2019,16,148,8,4,8.11,5.41,2.7
States,California,2019,16,747,42,2,5.89,5.62,0.27
States,Colorado,2019,16,519,26,10,6.94,5.01,1.93
States,Connecticut,2019,16,683,39,10,7.17,5.71,1.46
States,Delaware,2019,16,144,2,0,1.39,1.39,0
States,District of Columbia,2019,16,X,X,X,X,X,X
States,Florida,2019,16,X,X,X,X,X,X
States,Georgia,2019,16,914,33,20,5.8,3.61,2.19
States,Hawaii,2019,16,257,24,3,10.51,9.34,1.17
States,Idaho,2019,16,78,1,2,3.85,1.28,2.56
States,Illinois,2019,16,350,32,4,10.29,9.14,1.14
States,Indiana,2019,16,189,15,1,8.47,7.94,0.53
States,Iowa,2019,16,252,21,1,8.73,8.33,0.4
States,Kansas,2019,16,105,4,4,7.62,3.81,3.81
States,Kentucky,2019,16,450,10,0,2.22,2.22,0
States,Louisiana,2019,16,409,21,1,5.38,5.13,0.24
States,Maine,2019,16,115,21,11,27.83,18.26,9.57
States,Maryland,2019,16,275,18,4,8,6.55,1.45
States,Massachusetts,2019,16,947,71,88,16.79,7.5,9.29
States,Michigan,2019,16,1776,165,53,12.27,9.29,2.98
States,Minnesota,2019,16,417,32,5,8.87,7.67,1.2
States,Mississippi,2019,16,34,0,1,2.94,0,2.94
States,Missouri,2019,16,1077,35,6,3.81,3.25,0.56
States,Montana,2019,16,197,7,1,4.06,3.55,0.51
States,Nebraska,2019,16,154,3,2,3.25,1.95,1.3
States,Nevada,2019,16,34,4,1,14.71,11.76,2.94
States,New Hampshire,2019,16,X,X,X,X,X,X
States,New Jersey,2019,16,X,X,X,X,X,X
States,New Mexico,2019,16,333,21,3,7.21,6.31,0.9
States,New York,2019,16,2948,257,24,9.53,8.72,0.81
States,North Carolina,2019,16,253,7,6,5.14,2.77,2.37
States,North Dakota,2019,16,169,19,8,15.98,11.24,4.73
States,Ohio,2019,16,1926,120,11,6.8,6.23,0.57
States,Oklahoma,2019,16,238,3,1,1.68,1.26,0.42
States,Oregon,2019,16,569,17,4,3.69,2.99,0.7
States,Pennsylvania,2019,16,441,23,2,5.67,5.22,0.45
States,Rhode Island,2019,16,X,X,X,X,X,X
States,South Carolina,2019,16,299,10,1,3.68,3.34,0.33
States,South Dakota,2019,16,75,2,0,2.67,2.67,0
States,Tennessee,2019,16,90,3,3,6.67,3.33,3.33
States,Texas,2019,16,1626,73,84,9.66,4.49,5.17
States,Utah,2019,16,768,34,4,4.95,4.43,0.52
States,Vermont,2019,16,182,17,6,12.64,9.34,3.3
States,Virginia,2019,16,276,18,0,6.52,6.52,0
States,Washington,2019,16,1297,65,7,5.55,5.01,0.54
States,West Virginia,2019,16,583,18,5,3.95,3.09,0.86
States,Wisconsin,2019,16,1967,302,29,16.83,15.35,1.47
States,Wyoming,2019,16,X,X,X,X,X,X
States,Puerto Rico,2019,16,X,X,X,X,X,X
States,Virgin Islands,2019,16,X,X,X,X,X,X
States,New York City,2019,16,X,X,X,X,X,X
States,Alabama,2019,17,445,10,0,2.25,2.25,0
States,Alaska,2019,17,X,X,X,X,X,X
States,Arizona,2019,17,365,34,3,10.14,9.32,0.82
States,Arkansas,2019,17,170,3,2,2.94,1.76,1.18
States,California,2019,17,729,20,5,3.43,2.74,0.69
States,Colorado,2019,17,463,15,6,4.54,3.24,1.3
States,Connecticut,2019,17,568,24,6,5.28,4.23,1.06
States,Delaware,2019,17,105,0,0,0,0,0
States,District of Columbia,2019,17,X,X,X,X,X,X
States,Florida,2019,17,X,X,X,X,X,X
States,Georgia,2019,17,880,26,13,4.43,2.95,1.48
States,Hawaii,2019,17,264,27,1,10.61,10.23,0.38
States,Idaho,2019,17,57,1,0,1.75,1.75,0
States,Illinois,2019,17,266,18,4,8.27,6.77,1.5
States,Indiana,2019,17,191,8,1,4.71,4.19,0.52
States,Iowa,2019,17,253,12,4,6.32,4.74,1.58
States,Kansas,2019,17,87,0,4,4.6,0,4.6
States,Kentucky,2019,17,409,11,0,2.69,2.69,0
States,Louisiana,2019,17,358,5,6,3.07,1.4,1.68
States,Maine,2019,17,87,14,2,18.39,16.09,2.3
States,Maryland,2019,17,179,6,4,5.59,3.35,2.23
States,Massachusetts,2019,17,788,21,61,10.41,2.66,7.74
States,Michigan,2019,17,1531,96,68,10.71,6.27,4.44
States,Minnesota,2019,17,359,13,4,4.74,3.62,1.11
States,Mississippi,2019,17,40,0,0,0,0,0
States,Missouri,2019,17,838,24,3,3.22,2.86,0.36
States,Montana,2019,17,141,3,1,2.84,2.13,0.71
States,Nebraska,2019,17,116,1,0,0.86,0.86,0
States,Nevada,2019,17,24,3,0,12.5,12.5,0
States,New Hampshire,2019,17,X,X,X,X,X,X
States,New Jersey,2019,17,X,X,X,X,X,X
States,New Mexico,2019,17,295,15,3,6.1,5.08,1.02
States,New York,2019,17,2449,112,24,5.55,4.57,0.98
States,North Carolina,2019,17,220,4,5,4.09,1.82,2.27
States,North Dakota,2019,17,127,6,2,6.3,4.72,1.57
States,Ohio,2019,17,1714,63,14,4.49,3.68,0.82
States,Oklahoma,2019,17,217,0,0,0,0,0
States,Oregon,2019,17,518,4,2,1.16,0.77,0.39
States,Pennsylvania,2019,17,351,6,2,2.28,1.71,0.57
States,Rhode Island,2019,17,X,X,X,X,X,X
States,South Carolina,2019,17,353,7,2,2.55,1.98,0.57
States,South Dakota,2019,17,53,2,0,3.77,3.77,0
States,Tennessee,2019,17,67,1,1,2.99,1.49,1.49
States,Texas,2019,17,1630,54,56,6.75,3.31,3.44
States,Utah,2019,17,705,24,2,3.69,3.4,0.28
States,Vermont,2019,17,135,8,7,11.11,5.93,5.19
States,Virginia,2019,17,270,5,2,2.59,1.85,0.74
States,Washington,2019,17,999,31,7,3.8,3.1,0.7
States,West Virginia,2019,17,568,14,1,2.64,2.46,0.18
States,Wisconsin,2019,17,1560,119,25,9.23,7.63,1.6
States,Wyoming,2019,17,X,X,X,X,X,X
States,Puerto Rico,2019,17,X,X,X,X,X,X
States,Virgin Islands,2019,17,X,X,X,X,X,X
States,New York City,2019,17,X,X,X,X,X,X
States,Alabama,2019,18,315,5,1,1.9,1.59,0.32
States,Alaska,2019,18,X,X,X,X,X,X
States,Arizona,2019,18,306,21,3,7.84,6.86,0.98
States,Arkansas,2019,18,134,3,0,2.24,2.24,0
States,California,2019,18,644,11,15,4.04,1.71,2.33
States,Colorado,2019,18,432,15,5,4.63,3.47,1.16
States,Connecticut,2019,18,589,11,3,2.38,1.87,0.51
States,Delaware,2019,18,105,2,0,1.9,1.9,0
States,District of Columbia,2019,18,X,X,X,X,X,X
States,Florida,2019,18,X,X,X,X,X,X
States,Georgia,2019,18,788,21,17,4.82,2.66,2.16
States,Hawaii,2019,18,194,17,3,10.31,8.76,1.55
States,Idaho,2019,18,X,X,X,X,X,X
States,Illinois,2019,18,242,15,8,9.5,6.2,3.31
States,Indiana,2019,18,170,7,0,4.12,4.12,0
States,Iowa,2019,18,214,17,1,8.41,7.94,0.47
States,Kansas,2019,18,56,0,3,5.36,0,5.36
States,Kentucky,2019,18,375,9,0,2.4,2.4,0
States,Louisiana,2019,18,287,11,9,6.97,3.83,3.14
States,Maine,2019,18,69,4,2,8.7,5.8,2.9
States,Maryland,2019,18,170,3,2,2.94,1.76,1.18
States,Massachusetts,2019,18,620,15,30,7.26,2.42,4.84
States,Michigan,2019,18,1203,53,49,8.48,4.41,4.07
States,Minnesota,2019,18,337,16,2,5.34,4.75,0.59
States,Mississippi,2019,18,18,0,1,5.56,0,5.56
States,Missouri,2019,18,383,7,1,2.09,1.83,0.26
States,Montana,2019,18,148,2,0,1.35,1.35,0
States,Nebraska,2019,18,109,0,0,0,0,0
States,Nevada,2019,18,20,1,0,5,5,0
States,New Hampshire,2019,18,X,X,X,X,X,X
States,New Jersey,2019,18,X,X,X,X,X,X
States,New Mexico,2019,18,303,12,3,4.95,3.96,0.99
States,New York,2019,18,1681,29,10,2.32,1.73,0.59
States,North Carolina,2019,18,171,1,3,2.34,0.58,1.75
States,North Dakota,2019,18,121,5,4,7.44,4.13,3.31
States,Ohio,2019,18,1411,19,7,1.84,1.35,0.5
States,Oklahoma,2019,18,197,0,1,0.51,0,0.51
States,Oregon,2019,18,109,5,0,4.59,4.59,0
States,Pennsylvania,2019,18,266,2,0,0.75,0.75,0
States,Rhode Island,2019,18,X,X,X,X,X,X
States,South Carolina,2019,18,230,6,1,3.04,2.61,0.43
States,South Dakota,2019,18,53,1,0,1.89,1.89,0
States,Tennessee,2019,18,49,2,2,8.16,4.08,4.08
States,Texas,2019,18,1420,29,74,7.25,2.04,5.21
States,Utah,2019,18,644,17,2,2.95,2.64,0.31
States,Vermont,2019,18,127,5,7,9.45,3.94,5.51
States,Virginia,2019,18,297,2,1,1.01,0.67,0.34
States,Washington,2019,18,946,22,7,3.07,2.33,0.74
States,West Virginia,2019,18,490,9,3,2.45,1.84,0.61
States,Wisconsin,2019,18,1282,80,17,7.57,6.24,1.33
States,Wyoming,2019,18,X,X,X,X,X,X
States,Puerto Rico,2019,18,X,X,X,X,X,X
States,Virgin Islands,2019,18,X,X,X,X,X,X
States,New York City,2019,18,X,X,X,X,X,X
States,Alabama,2019,19,368,4,5,2.45,1.09,1.36
States,Alaska,2019,19,X,X,X,X,X,X
States,Arizona,2019,19,315,13,1,4.44,4.13,0.32
States,Arkansas,2019,19,134,1,0,0.75,0.75,0
States,California,2019,19,600,15,3,3,2.5,0.5
States,Colorado,2019,19,406,7,11,4.43,1.72,2.71
States,Connecticut,2019,19,469,9,2,2.35,1.92,0.43
States,Delaware,2019,19,76,1,0,1.32,1.32,0
States,District of Columbia,2019,19,X,X,X,X,X,X
States,Florida,2019,19,X,X,X,X,X,X
States,Georgia,2019,19,665,6,16,3.31,0.9,2.41
States,Hawaii,2019,19,194,14,2,8.25,7.22,1.03
States,Idaho,2019,19,X,X,X,X,X,X
States,Illinois,2019,19,241,7,4,4.56,2.9,1.66
States,Indiana,2019,19,167,4,1,2.99,2.4,0.6
States,Iowa,2019,19,13,0,1,7.69,0,7.69
States,Kansas,2019,19,73,0,1,1.37,0,1.37
States,Kentucky,2019,19,362,2,2,1.1,0.55,0.55
States,Louisiana,2019,19,286,11,3,4.9,3.85,1.05
States,Maine,2019,19,43,2,0,4.65,4.65,0
States,Maryland,2019,19,142,1,1,1.41,0.7,0.7
States,Massachusetts,2019,19,511,12,27,7.63,2.35,5.28
States,Michigan,2019,19,1023,18,40,5.67,1.76,3.91
States,Minnesota,2019,19,295,11,5,5.42,3.73,1.69
States,Mississippi,2019,19,27,0,1,3.7,0,3.7
States,Missouri,2019,19,674,5,1,0.89,0.74,0.15
States,Montana,2019,19,95,2,0,2.11,2.11,0
States,Nebraska,2019,19,95,0,0,0,0,0
States,Nevada,2019,19,13,0,0,0,0,0
States,New Hampshire,2019,19,X,X,X,X,X,X
States,New Jersey,2019,19,X,X,X,X,X,X
States,New Mexico,2019,19,244,5,1,2.46,2.05,0.41
States,New York,2019,19,1218,27,3,2.46,2.22,0.25
States,North Carolina,2019,19,123,0,2,1.63,0,1.63
States,North Dakota,2019,19,81,1,3,4.94,1.23,3.7
States,Ohio,2019,19,1223,17,6,1.88,1.39,0.49
States,Oklahoma,2019,19,195,1,0,0.51,0.51,0
States,Oregon,2019,19,150,3,0,2,2,0
States,Pennsylvania,2019,19,210,0,0,0,0,0
States,Rhode Island,2019,19,X,X,X,X,X,X
States,South Carolina,2019,19,226,4,0,1.77,1.77,0
States,South Dakota,2019,19,55,0,0,0,0,0
States,Tennessee,2019,19,65,0,4,6.15,0,6.15
States,Texas,2019,19,1273,33,57,7.07,2.59,4.48
States,Utah,2019,19,553,7,0,1.27,1.27,0
States,Vermont,2019,19,99,4,3,7.07,4.04,3.03
States,Virginia,2019,19,255,0,0,0,0,0
States,Washington,2019,19,737,12,0,1.63,1.63,0
States,West Virginia,2019,19,472,2,1,0.64,0.42,0.21
States,Wisconsin,2019,19,962,38,11,5.09,3.95,1.14
States,Wyoming,2019,19,X,X,X,X,X,X
States,Puerto Rico,2019,19,X,X,X,X,X,X
States,Virgin Islands,2019,19,X,X,X,X,X,X
States,New York City,2019,19,X,X,X,X,X,X
States,Alabama,2019,20,354,1,3,1.13,0.28,0.85
States,Alaska,2019,20,14,0,0,0,0,0
States,Arizona,2019,20,278,14,1,5.4,5.04,0.36
States,Arkansas,2019,20,112,0,2,1.79,0,1.79
States,California,2019,20,510,3,3,1.18,0.59,0.59
States,Colorado,2019,20,352,5,5,2.84,1.42,1.42
States,Connecticut,2019,20,484,4,3,1.45,0.83,0.62
States,Delaware,2019,20,51,0,0,0,0,0
States,District of Columbia,2019,20,X,X,X,X,X,X
States,Florida,2019,20,X,X,X,X,X,X
States,Georgia,2019,20,669,13,16,4.33,1.94,2.39
States,Hawaii,2019,20,206,11,2,6.31,5.34,0.97
States,Idaho,2019,20,X,X,X,X,X,X
States,Illinois,2019,20,224,13,0,5.8,5.8,0
States,Indiana,2019,20,153,0,0,0,0,0
States,Iowa,2019,20,212,8,2,4.72,3.77,0.94
States,Kansas,2019,20,61,0,1,1.64,0,1.64
States,Kentucky,2019,20,404,2,2,0.99,0.5,0.5
States,Louisiana,2019,20,247,5,4,3.64,2.02,1.62
States,Maine,2019,20,33,1,4,15.15,3.03,12.12
States,Maryland,2019,20,166,2,2,2.41,1.2,1.2
States,Massachusetts,2019,20,540,6,17,4.26,1.11,3.15
States,Michigan,2019,20,883,12,44,6.34,1.36,4.98
States,Minnesota,2019,20,311,7,11,5.79,2.25,3.54
States,Mississippi,2019,20,26,0,0,0,0,0
States,Missouri,2019,20,568,7,0,1.23,1.23,0
States,Montana,2019,20,98,0,1,1.02,0,1.02
States,Nebraska,2019,20,122,3,0,2.46,2.46,0
States,Nevada,2019,20,10,0,0,0,0,0
States,New Hampshire,2019,20,X,X,X,X,X,X
States,New Jersey,2019,20,X,X,X,X,X,X
States,New Mexico,2019,20,259,12,0,4.63,4.63,0
States,New York,2019,20,1451,20,3,1.59,1.38,0.21
States,North Carolina,2019,20,108,3,2,4.63,2.78,1.85
States,North Dakota,2019,20,63,2,1,4.76,3.17,1.59
States,Ohio,2019,20,1132,9,2,0.97,0.8,0.18
States,Oklahoma,2019,20,162,2,0,1.23,1.23,0
States,Oregon,2019,20,78,1,1,2.56,1.28,1.28
States,Pennsylvania,2019,20,188,0,1,0.53,0,0.53
States,Rhode Island,2019,20,X,X,X,X,X,X
States,South Carolina,2019,20,223,0,1,0.45,0,0.45
States,South Dakota,2019,20,59,0,0,0,0,0
States,Tennessee,2019,20,56,0,2,3.57,0,3.57
States,Texas,2019,20,1192,18,42,5.03,1.51,3.52
States,Utah,2019,20,459,4,1,1.09,0.87,0.22
States,Vermont,2019,20,72,1,2,4.17,1.39,2.78
States,Virginia,2019,20,208,1,1,0.96,0.48,0.48
States,Washington,2019,20,608,6,4,1.64,0.99,0.66
States,West Virginia,2019,20,445,1,1,0.45,0.22,0.22
States,Wisconsin,2019,20,936,25,14,4.17,2.67,1.5
States,Wyoming,2019,20,X,X,X,X,X,X
States,Puerto Rico,2019,20,X,X,X,X,X,X
States,Virgin Islands,2019,20,X,X,X,X,X,X
States,New York City,2019,20,X,X,X,X,X,X
States,Alabama,2019,21,307,1,1,0.65,0.33,0.33
States,Alaska,2019,21,X,X,X,X,X,X
States,Arizona,2019,21,265,8,3,4.15,3.02,1.13
States,Arkansas,2019,21,95,1,3,4.21,1.05,3.16
States,California,2019,21,516,6,3,1.74,1.16,0.58
States,Colorado,2019,21,360,8,8,4.44,2.22,2.22
States,Connecticut,2019,21,421,3,2,1.19,0.71,0.48
States,Delaware,2019,21,72,1,0,1.39,1.39,0
States,District of Columbia,2019,21,X,X,X,X,X,X
States,Florida,2019,21,X,X,X,X,X,X
States,Georgia,2019,21,581,7,12,3.27,1.2,2.07
States,Hawaii,2019,21,256,15,11,10.16,5.86,4.3
States,Idaho,2019,21,X,X,X,X,X,X
States,Illinois,2019,21,201,2,1,1.49,1,0.5
States,Indiana,2019,21,131,1,0,0.76,0.76,0
States,Iowa,2019,21,156,3,1,2.56,1.92,0.64
States,Kansas,2019,21,68,0,1,1.47,0,1.47
States,Kentucky,2019,21,367,2,1,0.82,0.54,0.27
States,Louisiana,2019,21,195,9,0,4.62,4.62,0
States,Maine,2019,21,22,0,0,0,0,0
States,Maryland,2019,21,135,0,0,0,0,0
States,Massachusetts,2019,21,506,1,16,3.36,0.2,3.16
States,Michigan,2019,21,832,12,36,5.77,1.44,4.33
States,Minnesota,2019,21,257,4,7,4.28,1.56,2.72
States,Mississippi,2019,21,17,1,1,11.76,5.88,5.88
States,Missouri,2019,21,574,3,0,0.52,0.52,0
States,Montana,2019,21,121,1,0,0.83,0.83,0
States,Nebraska,2019,21,96,2,0,2.08,2.08,0
States,Nevada,2019,21,X,X,X,X,X,X
States,New Hampshire,2019,21,X,X,X,X,X,X
States,New Jersey,2019,21,X,X,X,X,X,X
States,New Mexico,2019,21,223,4,1,2.24,1.79,0.45
States,New York,2019,21,1334,17,2,1.42,1.27,0.15
States,North Carolina,2019,21,129,0,3,2.33,0,2.33
States,North Dakota,2019,21,57,1,3,7.02,1.75,5.26
States,Ohio,2019,21,989,8,4,1.21,0.81,0.4
States,Oklahoma,2019,21,146,0,0,0,0,0
States,Oregon,2019,21,100,0,0,0,0,0
States,Pennsylvania,2019,21,181,0,1,0.55,0,0.55
States,Rhode Island,2019,21,X,X,X,X,X,X
States,South Carolina,2019,21,215,0,1,0.47,0,0.47
States,South Dakota,2019,21,51,1,0,1.96,1.96,0
States,Tennessee,2019,21,41,1,1,4.88,2.44,2.44
States,Texas,2019,21,1153,18,47,5.64,1.56,4.08
States,Utah,2019,21,403,3,0,0.74,0.74,0
States,Vermont,2019,21,72,2,0,2.78,2.78,0
States,Virginia,2019,21,187,3,1,2.14,1.6,0.53
States,Washington,2019,21,535,8,2,1.87,1.5,0.37
States,West Virginia,2019,21,389,0,1,0.26,0,0.26
States,Wisconsin,2019,21,641,12,4,2.5,1.87,0.62
States,Wyoming,2019,21,X,X,X,X,X,X
States,Puerto Rico,2019,21,X,X,X,X,X,X
States,Virgin Islands,2019,21,X,X,X,X,X,X
States,New York City,2019,21,X,X,X,X,X,X
States,Alabama,2019,22,255,1,4,1.96,0.39,1.57
States,Alaska,2019,22,X,X,X,X,X,X
States,Arizona,2019,22,259,6,1,2.7,2.32,0.39
States,Arkansas,2019,22,71,0,1,1.41,0,1.41
States,California,2019,22,456,3,3,1.32,0.66,0.66
States,Colorado,2019,22,286,9,6,5.24,3.15,2.1
States,Connecticut,2019,22,360,3,1,1.11,0.83,0.28
States,Delaware,2019,22,51,3,0,5.88,5.88,0
States,District of Columbia,2019,22,X,X,X,X,X,X
States,Florida,2019,22,X,X,X,X,X,X
States,Georgia,2019,22,505,5,4,1.78,0.99,0.79
States,Hawaii,2019,22,262,11,13,9.16,4.2,4.96
States,Idaho,2019,22,X,X,X,X,X,X
States,Illinois,2019,22,190,5,0,2.63,2.63,0
States,Indiana,2019,22,119,0,0,0,0,0
States,Iowa,2019,22,150,1,1,1.33,0.67,0.67
States,Kansas,2019,22,51,1,1,3.92,1.96,1.96
States,Kentucky,2019,22,261,0,0,0,0,0
States,Louisiana,2019,22,195,1,3,2.05,0.51,1.54
States,Maine,2019,22,22,0,0,0,0,0
States,Maryland,2019,22,116,1,0,0.86,0.86,0
States,Massachusetts,2019,22,371,1,11,3.23,0.27,2.96
States,Michigan,2019,22,772,3,31,4.4,0.39,4.02
States,Minnesota,2019,22,203,2,1,1.48,0.99,0.49
States,Mississippi,2019,22,19,0,1,5.26,0,5.26
States,Missouri,2019,22,530,2,0,0.38,0.38,0
States,Montana,2019,22,103,2,1,2.91,1.94,0.97
States,Nebraska,2019,22,74,0,0,0,0,0
States,Nevada,2019,22,10,0,0,0,0,0
States,New Hampshire,2019,22,X,X,X,X,X,X
States,New Jersey,2019,22,X,X,X,X,X,X
States,New Mexico,2019,22,223,4,1,2.24,1.79,0.45
States,New York,2019,22,1322,19,3,1.66,1.44,0.23
States,North Carolina,2019,22,118,0,2,1.69,0,1.69
States,North Dakota,2019,22,61,0,4,6.56,0,6.56
States,Ohio,2019,22,874,4,1,0.57,0.46,0.11
States,Oklahoma,2019,22,125,0,0,0,0,0
States,Oregon,2019,22,104,0,2,1.92,0,1.92
States,Pennsylvania,2019,22,169,2,0,1.18,1.18,0
States,Rhode Island,2019,22,X,X,X,X,X,X
States,South Carolina,2019,22,218,2,3,2.29,0.92,1.38
States,South Dakota,2019,22,42,0,0,0,0,0
States,Tennessee,2019,22,23,1,1,8.7,4.35,4.35
States,Texas,2019,22,1062,9,29,3.58,0.85,2.73
States,Utah,2019,22,377,4,1,1.33,1.06,0.27
States,Vermont,2019,22,46,0,1,2.17,0,2.17
States,Virginia,2019,22,172,0,0,0,0,0
States,Washington,2019,22,491,5,4,1.83,1.02,0.81
States,West Virginia,2019,22,374,2,2,1.07,0.53,0.53
States,Wisconsin,2019,22,682,7,3,1.47,1.03,0.44
States,Wyoming,2019,22,X,X,X,X,X,X
States,Puerto Rico,2019,22,X,X,X,X,X,X
States,Virgin Islands,2019,22,X,X,X,X,X,X
States,New York City,2019,22,X,X,X,X,X,X
States,Alabama,2019,23,267,5,1,2.25,1.87,0.37
States,Alaska,2019,23,18,1,1,11.11,5.56,5.56
States,Arizona,2019,23,178,5,1,3.37,2.81,0.56
States,Arkansas,2019,23,110,0,0,0,0,0
States,California,2019,23,411,6,5,2.68,1.46,1.22
States,Colorado,2019,23,292,9,3,4.11,3.08,1.03
States,Connecticut,2019,23,334,3,0,0.9,0.9,0
States,Delaware,2019,23,33,0,0,0,0,0
States,District of Columbia,2019,23,X,X,X,X,X,X
States,Florida,2019,23,X,X,X,X,X,X
States,Georgia,2019,23,484,1,6,1.45,0.21,1.24
States,Hawaii,2019,23,290,8,10,6.21,2.76,3.45
States,Idaho,2019,23,X,X,X,X,X,X
States,Illinois,2019,23,127,0,0,0,0,0
States,Indiana,2019,23,129,0,0,0,0,0
States,Iowa,2019,23,136,1,0,0.74,0.74,0
States,Kansas,2019,23,56,0,0,0,0,0
States,Kentucky,2019,23,322,1,1,0.62,0.31,0.31
States,Louisiana,2019,23,147,1,4,3.4,0.68,2.72
States,Maine,2019,23,12,0,0,0,0,0
States,Maryland,2019,23,68,1,0,1.47,1.47,0
States,Massachusetts,2019,23,319,1,7,2.51,0.31,2.19
States,Michigan,2019,23,683,5,27,4.69,0.73,3.95
States,Minnesota,2019,23,189,1,1,1.06,0.53,0.53
States,Mississippi,2019,23,X,X,X,X,X,X
States,Missouri,2019,23,500,0,9,1.8,0,1.8
States,Montana,2019,23,81,2,0,2.47,2.47,0
States,Nebraska,2019,23,64,0,0,0,0,0
States,Nevada,2019,23,X,X,X,X,X,X
States,New Hampshire,2019,23,X,X,X,X,X,X
States,New Jersey,2019,23,X,X,X,X,X,X
States,New Mexico,2019,23,207,4,1,2.42,1.93,0.48
States,New York,2019,23,1145,6,0,0.52,0.52,0
States,North Carolina,2019,23,86,0,1,1.16,0,1.16
States,North Dakota,2019,23,41,0,1,2.44,0,2.44
States,Ohio,2019,23,768,3,2,0.65,0.39,0.26
States,Oklahoma,2019,23,123,1,0,0.81,0.81,0
States,Oregon,2019,23,60,1,3,6.67,1.67,5
States,Pennsylvania,2019,23,159,1,0,0.63,0.63,0
States,Rhode Island,2019,23,X,X,X,X,X,X
States,South Carolina,2019,23,153,0,0,0,0,0
States,South Dakota,2019,23,48,1,0,2.08,2.08,0
States,Tennessee,2019,23,18,0,2,11.11,0,11.11
States,Texas,2019,23,878,6,29,3.99,0.68,3.3
States,Utah,2019,23,346,3,1,1.16,0.87,0.29
States,Vermont,2019,23,44,0,1,2.27,0,2.27
States,Virginia,2019,23,146,0,0,0,0,0
States,Washington,2019,23,355,4,0,1.13,1.13,0
States,West Virginia,2019,23,353,0,1,0.28,0,0.28
States,Wisconsin,2019,23,622,2,1,0.48,0.32,0.16
States,Wyoming,2019,23,X,X,X,X,X,X
States,Puerto Rico,2019,23,X,X,X,X,X,X
States,Virgin Islands,2019,23,X,X,X,X,X,X
States,New York City,2019,23,X,X,X,X,X,X
States,Alabama,2019,24,220,2,1,1.36,0.91,0.45
